,Name,Height,Place,Description
1052,장군산,314,경상북도 경산시 하양읍 부호리,          
1053,장락산,627,"경기도 가평군 설악면, 강원도 홍천군 서면",          
1054,장령산,250,경상남도 사천시 정동면,          
1055,장령산,656,충청북도 옥천군 군서면 금산리,          
1056,장복산,582,경상남도 진해시 여좌동,
1057,장산,634,부산시 해운대구 좌동,          
1058,장산,1409,강원도 영월군 상동읍,          
1059,장성봉,915,경상북도 문경시 가은읍,          
1060,장안산,1237,"전라북도 장수군 장수읍, 계남면",    여름엔 계곡  가을엔 억새로 유명한 산        장안산은 금남정맥과 호남정맥을 거느리며 백두대간의 기운을 충청도와 전라도에 전하는 호남의 종산이다  여름에는 피서지  가을에는 억새와 단풍으로 유명한데 이 일대의 계곡과 숲의 경관이 뛰어나     년 장수군 군립공원으로 지정되었다  이 산에는   개의 크고 작은 계곡과  개의 연못    개의 기암괴석   개의 약수터 등 연못과 폭포가 절경을 이룬다  장안산 동쪽능선에는 광활한 억새밭이 펼쳐 있어 가을이면 산능선 전체가 억새로 뒤덮인다          장안산 들머리는 여러 군데가 있으나 덕산계곡에서 범년동으로 가는 길목을 들머리로 하는 곳이 좋다  등산로 입구에는 안내도와 화장실이 있다 
1061,장암산,833,강원도 평창군 평창읍,          
1062,장암산,482,"전라남도 영광군 묘량면, 삼서면",          
1063,장육산,686,경상북도 청도군 운문면 봉화리,          
1064,장태산,471,대전광역시 서구,          
1065,장학산,381,"충청남도 공주시 유구읍, 예산군",          
1066,재래봉,619,강원도 평창군,강원 평창에 자리한 재래봉        은 백두대간상의 오대산 비로봉          을 근간으로 하여 백덕산          에 이르러 평창의 진산인 수정산 물푸른산         을 솟구치고는 조용히 평창읍 하 리  조둔리  유동리  약수리로 발을 뻗은 지맥에 있는 산이다  또한 재래봉은 해발은 낮으나 평창강의 흐름  산들의 배치와 시가지의 집들이 설계도면을 들여다보는 듯 조망이 매우 뛰어나다  터미널 앞 종부교에서 평창강의 흐름을 따라 서쪽의 재래봉을 바라보며   번 국도 아스팔트 위를 걷는다  오른편은 들판이고 왼편으로는 코발트색의 평창강이다  그리고는 이내 평창교 앞 사거리다  오른쪽 도로는 평창시내를 우회하여 방림으로 가고 좌측도로는 다리를 건너 종부리로 간다  산은그대로 직진한다  인적이 드문 도로를 걷다가 평창강이 도로와 함께 동그라미를 그리며 휘어드는 어간에  하  리 라 쓴 교통푯말이 있다  여기서 지금가지 서쪽으로 가던   번 국도를 버리고 오른쪽 북으로 하 리 마을길로 들어선다  평창버스터미널을 기점으로 평창읍 하 리 마을회관을 찾아 어딩이골로 들어서 계속 주계곡을 따르면 서산재다  서산재부터는 길이 좋다  서산재에서 남쪽의      봉을 오르다 사면으로 돌아 다시 주릉을 타면 삼각점이 있고 아주 조망이 뛰어난 재래봉 정상이다  하산길은 둥지마을 조둔리 을 보며 무조건 남서쪽 능선만 고집하여 잔솔밭을 빠져 하산하면 조둔리 마을 도로다 
1067,재약산,1119,"경상남도 밀양시 단장면ㆍ산내면, 울산광역시 울주군 상북면",    표충사 에워싼 타원형의 여덟 봉만        왼손으로 쓴  자 형국 영남알프스의 점에 해당하는 산이다  그만큼 깊이 숨어있는 산중 속의 산으로 빙 둘러 타원형 능선이 길지를 품고있다  표충사  국보   호 청동함은향완      과 보물    호 삼층석탑  사명대사 유물    여점을 보관하고있는 절이다          산은 흡사 이 길지와 거기 있는 보물을 지키기 위해 생겨난 듯하다  필봉  상투봉  상봉 사자봉         수미봉         코끼리봉        재약봉          향로산          쌍봉        의 여덟 봉만    이 알 품은 새우의 모양을 하고있는 것이다     미터 등고선을 이어보면 자궁 속의 아이처럼 보이기도 한다  인간을 감동시키는  절묘한 자연의 생김이다             만평의 억새초원 사자평으로 유명하다  그러나 거기 밭을 치고 염소를 키웠던 탓에 대초원의 풍모는 없다  명불허전        그럼에도 가을이면 뭇 사람들 그 풍경만 보러 몰려든다  병든 신라 왕자가 이 산 약수를 마시고 병이 나았다 하여 재약산이라고 했다는 전설이다  원래는 그 약수 이름을 딴 영정사     의 산이었는데 임진왜란의 영웅 사명대사 유물을 길지로 옮기면서 절 이름과는 영 어울리지 않은 표충사     가 주인이 되었다 
1068,저승봉,596,충청북도 제천시 청풍면 학현리,          
1069,적대봉,587,전남 고흥군 금산면,      
1070,적라산,352,경상북도 군위군 군위읍 수서리,          
1071,적상산,1031,전라북도 무주군 적상면,    붉은화강암 절벽 두른 덕유산 전망대        천미터가 넘는  낮지 않은 산 정상 일대가 평평한 특이지형이다  서쪽 사면은 또 붉은 화강암 절벽이 띠를 둘러 예나 오늘이나 사람들의 관심을 끌어왔다  옛날에는 거기 산성을 쌓고 왕조실록을 두었으며 오늘은 양수발전소 윗저수지를 만들어 원자력발전소 하나 만큼의 전기를 생산한다 사실은 그 하나가 멈췄을 경우를 대비한 예비용이다           상봉 기봉과 북쪽의 향로봉이 밋밋하게 이어져 봉만미는 없다  장군바위  장도바위 등의 기암에다 천일폭포  송대폭포가 있지만 계류미로 연결되지는 않는다  산 위의 절 안국사는 또 저수지를 만들면서 자리를 옮겨 볼만한 구석이 없다  윗저수지가 있는 까닭에 정상부까지 포장도로는 잘 나있다  그래 거기까지 차를 타고 올라가 덕유산 바라보기는 좋다          가을 단풍이 여인의 붉은 치마 같아  붉을 적 자   치마 상 자 적상산이라고 했다는데 소가 하품할 소리다  가을에 붉지 않은 산이 어디 있으며 가을 아닌 계절에는 그럼 뭐라 불러야한단 말인가  치마바위가 있어 상산으로 불렸는데 두 자로 불안해 앞에  적 자를 덧붙였다는 게 합리적인 해석일 것이다 
1072,적석산,492,경남 마산시 진전면·고성군 회화면·창원시,          
1073,적자봉,431,전라남도 완도군 보길면,      
1074,전패봉(우정봉),701,"경기도 가평군 가평읍, 하면",          
1075,절개산,876,"강원도 평창군, 영월군",          
1076,절산,334,강원도 화천,          
1077,점봉산,1426,"강원도 양양군 서면, 인제군 기린면ㆍ인제읍",오색약수 품은 설악산 전망대        점봉산은 오색온천과 약수를 끼고 있긴 하지만 설악의 그늘에 가려 그 위풍을 펴지 못했었다  하지만 가을이면 가야동을 축소시켜 놓은 듯한 주전골과 설악의 천불동을 옮겨 놓은 듯한 기암들이 어울려 단풍산행지로 각광받는 곳이다          점봉산의 옛 이름은 덤붕산이라 한다  때문에 곰배령에서 점봉산으로 올라오다 만나는 작은 점봉산을 작은덤붕이라 부르기도 한다  점봉산을 기고 있는 오색약수는 철분이 많이 함유된 탄산수로 위장병  신경통  빈혈 등에 효혐이 높다고 알려져 있다  점봉산 산행은 오색  한계령  귀둔  진동리 등에서 시작할 수 있지만 현재는 오색약수 구간만 이용 가능하다  점봉산일원은 야생식물군락지가 있는 특별보호구로 지정되어     년까지 출입할 수 없다 
1078,접산,823,강원도 영월군,          
1079,접성산,374,"경상북도 구미시 고아읍 이례리,원호리,봉한1리,대망2리,예강1리,예강리,항곡리,",          
1080,정각산,860,경상남도 밀양시 단장면,          
1081,정광산,563,경기도 용인시 모현면,          
1082,정병산,567,"경남 창원시 토월동, 김해시 진례면",          
1083,정수산,841,경상북도 산청군,정수산은 산청군 산청읍 신등면 차황면에 위치한 산으로 고찰 율곡사와 새신바위를 품고 있는 물이 깨끗한 산이다  지형상으로는 산청 관내의 모든 산의 중심 산으로 북으로 부암산  황매산  효렴봉  남으로 둔철산  웅석봉  왕산  필봉산등 모든 산이 정수산을 중심에 두고 보고 있는 자리에 있다  정수산은 한나절 산행코스로 안성맞춤 산이다  그리 높지 않으면서 능선이나 비루봉  새신바위등 산세와 조망이 아주 좋은 산이다                    율곡사 상봉리 밑에 수십 길이나 되는 암벽이 있다  그 이름이 새신 바위이다  원효대사가 절터를 잡을 때 이 바위에 올라서 바라보고 터를 정했다는 곳이다  절이 완공될 무렵 법당에 단청을 하였다  원효대사는 이레 동안을 절대로 법당 안을 아무도 들여다보지 말 것을 일러놓았다  화공이 법당 안으로 들어간 후 며칠동안 아무런 인기척이 없자 궁금히 여긴 상좌승이 이레 째 되던 날 몰래 문틈으로 법당 안을 보았다  그러자 새 한 마리가 붓을 물고 날아서 벽화를 그리다가 그만 붓을 떨어뜨리고 날아서 나가 버렸다  그새가 날아가서 새신바위에 앉았기 때문에 바위 이름이 새신바위가 되었다  지금도 법당의 천장 밑 좌우 벽면에 산수화 그림 두점씩이 남아 있는데 미완성으로 알려져 있다 
1084,정승봉,803,경상남도 밀양군 산내면,          
1085,정암산,403,경기도 광주군 남종면,          
1086,정족산,200,인천광역시 강화군 길상면,          
1087,정족산,700,경상북도 양산시,          
1088,정침봉,635,경상북도 문경시 동로면 마광리,          
1089,제비봉,721,충청북도 단양군 단성면,          
1090,제석산,560,"전남 순천시 별량면, 보성군 벌교읍",          
1091,제암산,807,전라남도 장흥 안양면·보성 웅치면,          
1092,제왕산,841,"강원도 강릉시 왕산면, 성산면",          
1093,조계산,887,전라남도 순천시 승주읍ㆍ송광면,    양쪽에 대가람 둔 좌우 대칭의 산        드물게도 좌우가 대칭인 산이다  가운데의 장막골을 축으로 양쪽 산줄기와 물줄기들이 반대방향으로  같은 수로 뻗어있다  그 기슭에는 가람이 둘 있다  승보사찰 송광사와 태고총림 선암사다          상봉 장군봉 코밑의 선암사는 옥 같은 미녀가 잔을 올리는 옥녀헌배형        명당이라고 한다  그래 들머리 유천부락 앞에는 옥녀봉이  뒤에는 배봉    이 있는데 근래 주암댐이 건설되면서 동네 앞에 조정지댐의 상사호가 만들어져 전설이 더욱 설득력있게 되었다         반면 송광사는 선암사를 둘러싼 대칭 저쪽 산들까지 외연으로 포괄하는 겹산 명당에 자리잡았다고 한다  가까운 울타리 망수봉  연산봉  대장봉  조계봉이 내산      선암사의 울타리 시루산  장군봉  깃대봉  고동산을 외산으로 여기는 것이다  이런 까닭에 뒷산 송광산 연산봉 일대 을 버려두고  조계산 송광사 라 이름붙일 수 있었다              년에 도립공원으로      년에는 사적 및 명승  호로 지정되었다  송광사는 보조국사 지눌  선암사는 대각국사 의천의 자취가 서려있으니 그래도 될 만하다  조계산은  유명한 두 도량으로 하여 덕을 보는 산이다 
1094,조고봉,1189,강원도 강릉시 왕산면 대기리,조고봉       은 작은 노추산이라고도 부르며 이 사의 인근에 거주하는 어르신들의 말에 의하면                                                                                                                                          옛날부터 이산에서 조개껍질이 많이나와 조개봉으로 부르던 것을 일제치하를 거치면서 조고봉                                                                                                                                          으로 개칭 되었다고 한다  조고봉과 발왕산과 정선 고비덕봉이 감싸안고 있는 골짜기들이                                                                                                                                          장두덕이  구비덕이  안반덕이  황장덕이  황철덕이라는 골짜기들인데 이것을 오덕지기라고                                                                                                                                          하며 이 말은 정감록에도 수록 되어있다고 한다                                                                                                                                                     
1095,조령산,1025,"충청북도 괴산군 연풍면, 경상북도 문경시 문경읍",          
1096,조봉,1182,강원도 양양군,          
1097,조봉산,687,충청북도 괴산군 청천면,          
1098,조비산,260,경기도 용인시 백암면,          
1099,조산봉,857,경상북도 봉화군 재산면 동면리,          
1100,조항산,800,전라북도 무주군,          
1101,조항산,951,"경상북도 문경시 농암면, 충청북도 괴산군 청천면",          
1102,종남산,664,경남 밀양시 상남면ㆍ초동면,          
1103,종암산,546,경상남도 창녕군,          
1104,종자산,643,경기도 포천시 관인면,          
1105,종현산,588,경기도 포천시 청산면,          
1106,좌구산,658,"충청북도 증평군 증평읍, 청원군 미원면",              거북이가 앉아 있는 형상                                  청원군 미원면 대덕리     와 괴산군 청천면      사이에 자리하고 있다  한남금북정맥의 줄기이면서 가장 높으나 날카롭지 않고 둥글둥글한 모양새를 지니고 있다  조선 광해군 때 벼슬을 지냈던 김치    는 임금의 폭정에 시달리다 신변의 위협을 느껴 관직을 그만두고 좌구산 아래 율리에서 은둔생활을 했다  어느 날 심기원                이 찾아와 능양군 인조 을 임금으로 추대하려는 반정을 꾀하던 중 좌구산에서 개 짖는 소리에 염탐꾼이 와 있다는 것을 깨닫고는 황급히 자리를 떠 목숨도 구하고 반정에도 성공할 수 있었다  그 후로 산 이름이 앉을  좌    자  개  구    자를 써 좌구산이라고 불렸다                     지금은 두타산에서 보이는 좌구산의 모습이 거북이가 앉아 있는 형상과 비슷하다 하여 거북이  구    자로 바꾸어 쓰고 있다  이름과 얽힌 이야기 외에도 화원리의 새로운 왕을 기다린다는 새왕이 마을  한국전쟁 중 미원지구 전투에서 톱밥만으로 적군의 탱크를 폭파시켰다는   인의 특공대 이야기 등 좌구산을 둘러싼 많은 이야기가 전해진다 
1107,좌방산,435,강원도 춘천시 남면 발산리,          
1108,좌이산,415,경남 고성군,          
1109,주걱봉,1401,"강원도 인제군 북면, 인제읍",          
1110,주금산,814,"경기도 남양주시 수동면, 포천시 내촌면, 가평군 상면",      
1111,주론산,903,"충청북도 제천시 봉양읍, 백운면",          
1112,주발봉,489,경기도 가평군,          멀리 명지산     에서 시작하여 불기산     을 거쳐 호명산     까지 이르는 줄기선상에있다  수도권에서 가까운 거리에 있지만  주위에 명지산 등 높고 유명한 산에 가려서 별로 알려져있지 않다  높이    의 중계탑이 있는 정상에서는 가평읍내  가평대교  남이섬  산유리 일대 물안산        청평호가 내려다보이고 불기산과 대금산     도 멀리 보인다  정상에서 조금 내려가면 헬기장이 있고  정상 북쪽에     봉이 있다 산행은 빛고개 구도로에서 주능선을 타고 정상 으로 향하거나 경춘선 철도 상천역에서 내려 발전소고개에서 산행할 수 있으므로 당일 산행이 가능하다 
1113,주봉산,338,강원도 속초시,          주봉산은 설악산의 지맥이고 달마봉  청대산 등과 이어지는 구릉지대이다
1114,주봉산,643,충청북도 충주시 동량면,          
1115,주산,310,경상북도 고령군,          
1116,주산,831,경상남도 산청군,          주산은 지리산의 위성봉으로 삼신봉 줄기가 남하 하다가 서서히 동쪽으로 방향을 틀며서 시천면 내공리에서 다시 한번 솟구쳐 오른 봉우리가 바로 주산이다  지리산 천왕봉이 머리이고 몸통이라면 주산까지 내려온 줄기는 마치 긴 오른팔로 구곡산을 안은 형상을 하고 있다  주산의 능선줄기나 조망점에서는 지리산의 천왕봉과 이하 수많은 봉우리를 먼 발치에서 한눈에 바라볼 수 있어 경관이 우수하다  주산 자신의 산세보다는 지리산과 주변산세를 조망케 해주는 산으로 자신의 위용보다는 남의 수려함을 알려주는 아주 겸손한 산이다  주산의 능선과 골짜기 속속마다 산죽으로 자신을 감추고 있어 마음놓고 이곳 저곳을 살피기 어렵다  따라서 산짐승들에게는 좋은 안식처가 되는 산이다             주산에 대한 특별한 유래나 전설은 없다  단지 주   자가  임금 주 인것으로 보아 옛날 왕과 연관된 이야기가 있지 않나 추축할 따름이다      이라는 명칭도 주변에 있는 것으로 보아 지리산을 관망하거나 주변을 살필 수 있는 산마루가 지리산에 여러곳이 있는데 주산인 이곳이 그중 다섯번째 좋은 곳이라 하여 오대주산이라 하지 않았나 추측할 따름이며  주산이라함은 지리산 전체 조망이 우수하여 주산이라 하지 않았나 여겨질 뿐이다 
1117,주암산,855,대구광역시 달성군 가창면,      
1118,주왕산,722,"경상북도 청송군 청송읍ㆍ부동면, 영덕군 지품면ㆍ달산면",    지금은 전설로만 남은 무협소설의 동천        하늘을 나는 재주 없이는 들어갈 수 없는 동천      협곡의 입구로는 급류가 쏟아나오고 깎아지른 양쪽 절벽은 높이를 가늠할 수 없다  무협소설에나 등장함직한 풍경  그렇지만 이땅에도 그런 산이 있었다            년대의 어리석은 사람들이 제 폭포 앞뒤 절벽을 파 길을 내지 않았더라면 주왕동천은 아직껏 들어가본 사람이 없었으리라  금은광이나 가메봉 옆 잘루목을 넘어갈 수는 있었어도 정면 동구로 들어간 이는 전무했을 것이다  엄청난 가뭄으로 주왕계곡 물이 모두 말라붙기 전에는          그래서 전설 어린 명소들은 모두 동구 아래 모여있다  전설의 시대가 끝난 뒤에 발견된 터라 폭포 이름 또한 그냥 제  제  제 폭포다  나아가 계곡 끝의    봉을 무시하고 아직껏    봉에 대표성을 부여하고 있다  동천으로 들어가지 못한 이들이 올라갈 수 있는 가장 높은 봉우리였으니까          주나라 왕을 갖다붙인 전설도 그렇다  신라 역사에는  왕위 계승  순위였으나 뜻을 이루지 못한 주원왕 김주원이 있었고 이에 불만을 품은 아들 헌창의 반란이 나라를 거덜낸 사실이 분명한데 엉뚱하게도 천여년 전에 망한 먼 나라 후주 이야기로 도배를 했다 
1119,주월산,470,충청북도 괴산군 장연면,          
1120,주읍산,583,"경기도 양평군 양평읍, 개군면, 지제면",          
1121,주작산,475,"전라남도 강진군 도암면, 신전면",          
1122,주지봉,491,전라남도 영암군,          
1123,주지봉,368,경상북도 문경시 마성면 상내리,          
1124,주행봉,874,충북 영동군 황간면,          
1125,주흘산,1108,경상북도 문경시 문경읍,
1126,죽엽산,859,강원도 화천군,          죽엽산은 강원도 화천군 간동면 오음리에 위치한 에너미고개에서 부터 시작하여 북서릉을 타고 정상으로 향하는 코스가 가장 잘 알려져 있다  죽엽산인근에는 병풍산과 사명산  오봉산  용화산등이 위치해 있는 파로호와 잘 어우러져있는 산이다  동식물이 거주하기 알맞은 환경이고  자연산 약초등이 있는 곳은 서식지이기도 하다              죽엽산은 대나무잎처럼 옆으로 넓게 누워 있다고 해서 죽엽산이라 부른다 
1127,중대봉,830,충청북도 괴산군,          
1128,중미산,833,경기도 가평군 설악면,          
1129,중봉,1424,경기도 가평군,          
1130,중봉,1169,경상남도 밀양시 산내면,          
1131,중봉산,740,강원도 삼척시 가곡면,          
1132,중수봉,548,전라북도 완주군 동상면,          
1133,중왕산,1376,"강원도 평창군 진부면, 정선군",          
1134,중원산,800,"경기도 양평군 용문면, 단월면",          
1135,증산,55,서울특별시 강서구 염창동,          
1136,지각산,904,강원도 삼척시 하장면,          
1137,지곡산,108,경상북도 포항시 지곡동,          포항시 남구 지곡동에 위치한 지곡산은 전형적인 도시 근교산으로 가족산행에 알맞으며 사람들이 자주 찾는 곳이다 
1138,지등산,535,충청북도 충주시 동량면 조동리,          
1139,지룡산,659,경상북도 청도군 운문면,          
1140,지리산,1915,"전라북도 남원시, 전라남도 구례군, 경상남도 하동군ㆍ산청군ㆍ함양군",     도 여섯고을에 걸친 거대한 산국        지리산은 크다  높고도 넓고 그리고 깊다   도 여섯 고을 함양  산청  하동  구례  남원  운봉 현 에 그림자 드리운 거대한 산국    이다      미터 이상의 주릉만 해도    리나 된다  실상사 서쪽 덕두산         에서 천왕봉 북쪽 쑥밭재         까지다 도상거리 기준이며 노고단 천왕봉 줄자 실측 결과는       다   삼남의 지붕 용마루가 된다          용마루에서는 열댓 개의 내림마루가 흘러내리고 있다  내림마루 사이에는 또 그만큼의 골짜기들이 있다  하여 모두  억 천만평의  장엄한 산덩이를 이룬다  그 안에는   경이 있다  노고단 운해  피아골 단풍  반야봉 낙조  벽소령 명월  세석평전 철쭉  불일폭포  연하천 선경      천왕봉 일출  칠선계곡  섬진강 맑은 물이다          최고 전망대는 왕시루봉         이다  거기서 섬진강은 모래밭의 살얼음처럼 반짝이고 천왕봉은 하늘 저 높은 곳에서 제석봉과 촛대봉을 거느리고 내려다보고 있다  불교문화의 보고이기도 하다  쌍계사  연곡사  화엄사  천은사  실상사  벽송사  그리고 돌탑 둘만 뎅그런 단속사지다  모두 합해 국보 일곱에 스물다섯 개의 보물을 갖고있다          금강산  한라산과 함께 삼신산의 반열에 올라있다  방장산  두류산  불복산이라 불리기도 했다  뜻으로는 지혜    로운 이인    이 나타날 산이다 
1141,지리산(통영),399,경상남도 통영시 사량면,    지리산 바라보이는 사량도 지리산        지리산은 한려해상국립공원에 있는 사량도에 위치한 산으로 본래 이름은 지리망산이다  이 명칭은 국립공원  호인 지리산이 조망된다는 뜻으로 붙여졌다고 한다  윗섬과 아랫섬으로 나뉘어져 있는데 이들 두 섬 사이를 동강이라고 부른다  지리산은 사량도의 주섬인 윗섬에 자리하고 있다  지리산의 여러 봉우리 중 옥녀봉이 빼어난 산세와 조망을 제공해 가장 유명하다  그러나 암봉으로 이어진 능선길은 다소 위험한데 초보자를 위해 우회로가 있다  옥녀봉은 유명한 전설을 간직한 봉우리기도 하다         어릴 때 어머니를 여읜 옥녀가 예쁘게 성장하자 천륜을 저버린 아버지가 옥녀를 범하려 해 옥녀가 험한 봉우리에서 몸을 바다로 던졌다고 한다  봉긋한 산봉우리 형상이 여인의 가슴을 닮았을 뿐 아니라 풍수지리설로도 산세가 여인이 거문고를 타는 옥녀 탄금형이라 옥녀봉의 지명 유래에 힘을 보태준다 
1142,지억산,1117,강원도 정선군 동면ㆍ남면,          
1143,지장산,773,경북 상주시 모동면 신흥리,          
1144,진악산,732,충남 금산군 금산읍,      
1145,질운산,1172,"강원도 영월군 중동면, 정선군 신동읍",          
1146,집현산,578,경상남도 진주시,          집현산은 산청군 생비량면 진주시 집현면과의 경계에 걸쳐있는 산으로 여기서는 생비량면기준으로 등산로를 조사하였다 산의 형태는 말굽형 형태를 하고 있으며 능선 등산로 거리는        이다 말굽형속에 현동마을이 자리잡고있으며 집현산이 마을을 양손으로 감싸고 있는 형세를 하고있다 무너미재방향은 완만한 경사를 이루고 있으나 그외는 경사가 조금있어 별다른 등산 노선이 없다 정상에서는 맞은편 능선의 부봉  장군봉  까치봉을 바라볼수 있으며  해돋이하기에도 좋은 곳이다 부봉에서는 진주시와 진양호 및 산청군 원지  웅석봉  지리산등이 잘보이며 주변에 높은산이 없어 해돋이와 조망이 아주 좋다              역사적으로 동학혁명과 임진왜란의 아픔을 많이 간직한 산이기도 하다 집현산 자락 청고개의 임진왜란 상황을 보면 임진년   월  일 김준민장군이 이끄는    여 군사가 진주성을 구원하기 위하여 진군하는 길에 이곳에 이르렀다  장사진을 이룬 군사가 이동하다보니 뜻밖에 청현  오동  정태  단성 일대에 왜적이 쫙 깔려서 마을마다 분탕질을 하는데 불을 질러서 연기가 하늘에 닿을 정도였다  이에 김준민 장군이 앞장서 죽림 밖으로 뛰어나가 아래위로 적을 휩쓸었다  또한 군관 윤경남 등이 장수가 적중에서 고군분투하고 있음을 외치면서 뛰어드니    여군사가 일시에 함성을 지르고 내달아 돌진하였다  적이 허물어져 죽림 속을 빠져 달아나다가 강을 건너서 대항하기에 이르렀는데 우리 군사와 강을 사이에 두고 격전을 벌이니 화살이 비오듯 나르고 포성이 진동하였다  때마침 승군 의병장 신열이 군사를 이끌고 달려와 합세하자 군세가 떨치고 사기가 충천하였다  맹렬히 공격하자 적이 퇴각하여 청고개를 넘어서 달아나고 많은 사상자를 내었다  이어서 김준민장군은 단성 쪽으로 행하여 거기서 분탕질하는 적을 쫓고 창고에서 불타고 있는 곡식을 구하였는데    여 석이었다  적지골이란 이름에서도 그때가 연상되는 바 있다  지금은 이 광활한 골안에 경상남도 첨단양돈연구소가      넓이의 면적에 개설되어 이 지역 양축농가의 비전을 제시하고 있다 청현마을에는 청곡서원이 있어 일신당 이천경을 향례하고 있고 유형문화재 제   호 일신당문집 및 필첩책판이 보존되어 있다  근년에 자포정사를 지어서 자포 이영을 채례한다  마을 위쪽의 고목 아래에 석단이 있고  청고개에는 누석단이 있어서 고풍을 지닌 마을임을 알 수 있다 
1147,쫓비산,537,전남 광양시 진상면,          
1148,창안산,542,강원도 화천,          
1149,채계산,348,전라북도 순창군 적성면,          
1150,채죽산,177,충청남도 공주시 우성면,          
1151,천관산,724,"전라남도 장흥군 관산읍, 대덕읍",    닭의 장태 모양의 하늬바람산        비사릿대로 만든 닭의장태 모양의 산이다     미터 등고선을 기준으로 하여 산의 얼개를 파악해보면 그 비사릿대  능선이 스무 개나 된다  하여 전체적으로 거대한 돔을 이루어 보는 이를 압도한다          시월 첫째주말에 억새제를 열 만큼 억새를 자랑한다  바닷바람 때문에 나무가 자라지 못하기 때문이리라  상봉 연대봉에서 환희대 사이의 주릉 등서리에만 있을 뿐인데도 전국의 인파가 몰려든다          육지에서 찾아갈 때는 관산읍이 들머리가 되는 까닭에 관산의 산으로 알려져있지만 애초에는 대덕읍 회진    과의 인연이 더 깊었을 듯하다  하늬바람산이라는 뜻의 천풍산     으로도 불렸기 때문이다          장흥반도 끝머리의 이 포구는 아주 오랜 옛날부터 남해항로의 중요 거점이었다  그래 백제 근초고왕이 임나군과 합동으로 전라남도 지역을 점령할 때 여기서 만나 원정을 마무리지어  모일 회 자를 쓴 것으로 보인다  그런데 후일 관산이 커지자 정상능선의 어떤 바위가 갓 모양으로 생겼느니 어쩌니 하면서 천관산으로 바꾸지 않았을까 
1152,천덕봉,630,"경기도 이천시 실촌면, 신둔면",          
1153,천등산,550,"전남 고흥군 풍양면, 도화면, 포두면",          
1154,천등산,554,"충청북도 충주시 산척면, 제천시 백운면",          
1155,천등산,707,경상북도 안동시 서후면,          
1156,천등산,707,전라북도 완주군 운주면,          
1157,천마산,810,"경기도 남양주시 오남읍, 화도읍",    석 자만 더 길면 하늘을 만진다        천마산은 하늘 높이 솟아오른 산세가 빼어난 명산이다  경춘국도를 타고 서울로 갈 때나 양평 서종면의 북한강변길을 가면서 보면 가히 군계일학이다  자락의 평내와 마석  오남리에 아파트숲이 들어차 호젓한 맛은 사라졌지만 본바탕은 어느 산에 대도 꿀리지 않을 만큼 준수하다  그래 이곳을 지나던 이성계   가는 곳마다 청산은 많지만 저건 꼭 푸른 하늘에 홀   을 꽂아놓은 것 같도다  손이 석 자만 더 길다면 저 끝에서 하늘을 만질 수 있겠다           고 읊었다  천마산이라는 넘치는 이름을 얻게 된 유래다          정상부는 바위로 되어있지만 자락은 육산이라 봄철 신록과 가을 단풍이 곱다    화려한 슬픔  이라고 할 만큼 아름다운 단풍이다  스키장이 들어섰을 정도로 눈이 많아 겨울에는 설경도 볼 만하다  거기다 북방식물인 만주바람꽃이 살 만큼 식생이 다양하다          화도읍의 천마산 심신수련장 입구는 전나무숲이 좋다  정상 암릉에는 노송이 휘늘어져 잊지 못할 풍경으로 남는다 
1158,천마산,611,경상남도 울주군 두서면 내화리,          
1159,천마산,278,경상북도 문경시 영순면 이목리,          
1160,천방산,324,"충청남도 서천군 판교면, 문산면",천방산이 서천의 중심에 자리잡고 있고 사람이 많이 사는 서천 읍내에서 가까우며 천방산의 모습이 매우 부드럽기 때문이다  게다가 재미있는 전설도 있다  산이 거칠지 않고 푸근한 느낌을 줄 뿐만 아니라 동남서방향으로   개의 올망졸방한 봉우리가 싸돌고 있으며 남 북 방향이           툭 트여있어 조망과 풍광이 좋은 영산이기도 해서 서천 사람들은           천방산을 좋아 하는 것이다  천방산은 서북에서 동북 방향으로 나아간 시원한 산줄기와 대조적으로 남쪽 발치에 펼쳐지는 들과 마을의 풍경이 아름답고 동쪽으로 봉서 저수지의 푸른물과 어울려 그림처럼 아름답다 
1161,천방산,485,충청남도 예산군,          천방산은 해발     로 예산군 대술면 방산리와 이티리  공주시 유구읍 탑곡리에 위치하고 있다  천방산 산기슭 방산리 양지말의 천방사와 단지동의 해국사가 위치하고 있다  등산로는 금북정맥구간으로 능선길이 이어진다  남서쪽에는 극정봉이  북동쪽에는 봉수산이 위치하고 있다  등산로 접근은 방산리 임도길을 통한 탑산리고개와 이티 리를 통한 능선길  공주시 유구읍 탑곡리에서 접근이 가능하다  하지만 현재 등산객들은 금북정맥구간 통과지점으로 천방산을 찾고 있으며  금북정맥구간은 차동고개에서 각흘고개로 이어진다              천방산의 유래는 정확히 알려진 것은 없다  하지만 한자로   일천 천 과   모 방 으로 현재 쓰여지나 천방사     의 스님과 마을주민 말에 의하면 방산리 양지말 천방산 산 정상부근에 절이 하나 있었는데 그 절에 방의 개수가 천개가 넘었다하여 천방산     이라 불려져 왔던 것이 천방산     으로 전해져오는 것으로 추측되며 큰절은 빈대로 인해 다 없어지고 현재는 방산리 노인회관에서 좌측길로 약      올라 천방사가 위치하고 있다 
1162,천보산,337,경기도 양주시 회천읍,          
1163,천봉산,609,"경상북도 상주시 만산동, 부원동",          
